label_class,text,randnum
量刑标准,中国刑法逃避商检罪既遂怎么量刑?,0.396005749
其它,咋骗17万，赃款退还,0.396015234
量刑标准,金融诈骗金额量刑标准,0.396186251
特征,"要如何构成交通肇事罪,怎么规定的",0.396264932
法律条文,"聚众斗殴逃跑的怎么办,有哪些规定",0.39657264
量刑标准,醉驾撞人逃逸怎么处罚,0.396965943
其它,申请保释的有什么条件,0.397061963
特征,猥亵儿童罪有什么特征,0.397475943
量刑标准,抢夺国家机关证件罪会判多长时间?,0.397707336
其它,诈骗罪怎么确定受害人,0.398006331
量刑标准,销售侵权复制品罪既遂怎样定罪处罚,0.398562379
特征,非法运输野生动物罪的构成四要素?,0.399109634
量刑标准,你好，麻烦问一下破坏军婚罪的量刑是什么,0.399790428
其它,刑事罚金不交会怎么样,0.399888239
量刑标准,"生产劣药罪判刑规定?,怎么规定的",0.400676382
特征,破坏生产经营罪需要哪些犯罪构成?,0.401211248
其它,醉驾和酒驾有哪些区别,0.402065659
法律条文,打扰问一下骗购外汇罪有什么法律条文,0.402319217
概念,能否介绍一下故意提供不合格武器装备、军事设施罪的概念是什么,0.40249823
特征,"虚开发票罪的构成要件,怎么规定的",0.40324001
特征,怎样构成非法处置进口的固体废物罪,0.403319932
特征,非法吸收公众存款罪构成要件是什么,0.403333436
量刑标准,你好执行判决、裁定滥用职权罪怎么处罚,0.403560885
法律条文,"偷盗多少钱构成盗窃罪,怎么规定的",0.403804559
概念,被打了要赔偿算诈骗吗,0.404152883
量刑标准,我国刑法对走私废物罪的处罚规定?,0.404309864
法律条文,虚开增值税专用发票罪的刑事责任?,0.405160889
量刑标准,刑法对煽动分裂国家罪的定罪标准?,0.405184991
从属,你好，麻烦问一下虚假广告罪是哪种类型的罪名,0.405328311
法律条文,打扰问一下非法出卖、转让武器装备罪有哪些法条,0.405331562
概念,你好，问一下转化型抢劫是什么意思,0.405449761
其它,判决前转移财产违法吗,0.405617363
法律条文,你好徇私舞弊发售发票、抵扣税款、出口退税罪的刑法条文是什么,0.406195678
其它,教唆未遂是否能够定罪,0.407064158
量刑标准,擅自发行股票债券罪既遂如何判刑?,0.407470561
特征,打扰问一下非法低价出让国有土地使用权罪的构成要件有哪些,0.407599329
其它,被抓已经过24小时了,0.407607936
法律条文,冒昧问一下非法制造、买卖、运输、储存危险物质罪有哪些法律依据,0.407996314
量刑标准,你好请问盗窃1万多元一般会判几年,0.408003891
法律条文,巨额财产来源不明罪最新立案标准?,0.408181156
量刑标准,非法生产、买卖警用装备罪判几年?,0.408219088
其它,哪些情形免于刑事处罚,0.408389548
法律条文,湖北襄阳盗窃立案标准,0.408985723
概念,冒昧问一下如何理解抗税罪的概念,0.409143464
其它,犯罪中止还需要坐牢吗,0.410181199
量刑标准,新刑法对窝藏、包庇罪的处罚标准?,0.411284271
量刑标准,我国刑法对销售劣药罪的量刑规定?,0.411786631
法律条文,请教一下金融工作人员购买假币、以假币换取货币罪有什么法律条文,0.411853417
法律条文,在刑事诉讼法中有关注侵犯罪的规定,0.411973231
量刑标准,洗黑钱一千万会判几年,0.413680478
量刑标准,网络诈骗公司进行诈骗应该怎么处罚,0.41384901
量刑标准,不报、谎报安全事故罪有哪些惩罚?,0.413903587
特征,串通投标罪的犯罪主体是怎么规定的,0.414322278
其它,被骗400可以立案么,0.414338577
其它,波克捕鱼坑了我6万多,0.414385383
量刑标准,挪用公司公款4万元会面临怎样处罚,0.415000443
其它,拥聊天软件赚钱犯法吗,0.415346113
其它,防卫过当可不可以免责,0.416222295
量刑标准,构成非法持有毒品罪一般会怎么判?,0.416480644
其它,抖音直播间开翡翠被骗,0.41669064
特征,"怎样构成诈骗罪,法律的规定是什么",0.416961525
其它,"刑法故意伤害罪第几条,内容是什么",0.416997349
其它,故意杀人自首赔钱多少,0.417119834
量刑标准,"持有假币罪如何判刑?,怎么规定的",0.417553205
其它,家属会见犯人怎么会见,0.417947684
其它,借用股票账户是否违法,0.41828582
特征,报复陷害罪的四个构成要件是什么?,0.418943487
量刑标准,"流窜作案怎么罚,法律的规定是什么",0.419890686
特征,"伪证罪有哪些构成特征,有哪些规定",0.420007622
量刑标准,行贿罪量刑是多少年,0.420109166
从属,问一下对单位行贿罪是哪个类别的罪名,0.420352562
量刑标准,中国刑法假冒专利罪既遂怎么量刑?,0.420416981
特征,私放在押人员罪的构成要件有哪些?,0.421348713
量刑标准,生产有毒食品罪既遂怎么定罪处罚?,0.422730736
其它,家属共同受贿怎么认定,0.42334057
特征,非法捕捞水产品罪的构成要件是什么,0.42354409
概念,如何理解走私珍稀植物、珍稀植物制品罪是啥意思,0.42539365
量刑标准,"非法采矿怎么定罪,具体规定有哪些",0.425692964
量刑标准,非法批准占用土地罪处罚标准细分?,0.425835351
量刑标准,逆行撞死3人怎么判刑,0.426277162
量刑标准,构成生产伪劣化肥罪一般会怎么判?,0.426802971
量刑标准,一般合同诈骗罪既遂是怎么判刑的?,0.426921813
量刑标准,战时拒绝征召罪既遂量刑标准细分?,0.427056779
概念,打扰问一下如何理解破坏监管秩序罪的概念,0.427563414
量刑标准,非法出卖武器装备罪法院会判多久?,0.429710453
从属,你好，麻烦问一下假冒专利罪属于什么罪,0.430051966
其它,贪污罪适用追诉时效吗,0.430111134
量刑标准,中国对非法私藏弹药罪的处罚标准?,0.430204655
量刑标准,犯了违规出具金融票证罪怎么处罚?,0.430328716
其它,受害人遇到网络诈骗是能够起诉的吗,0.430448561
特征,窃取国有档案罪构成要件具体规定?,0.430623648
特征,请问徇私舞弊发售发票、抵扣税款、出口退税罪的构成要件有哪些,0.431008765
其它,怀疑盗窃需要怎样定罪,0.431128
其它,本人醉驾车会被监控吗,0.431266233
量刑标准,我国刑法对内幕交易罪的量刑规定?,0.431404638
其它,人贩子为什么不判死刑,0.432015263
特征,冒昧问一下走私制毒物品罪的要件是什么,0.433063515
其它,通谋会不会构成犯罪呢,0.433248841
从属,冒昧问一下军人叛逃罪是什么类别,0.43396164
量刑标准,你好，麻烦问一下强迫他人吸毒罪受哪些处罚,0.434274204
特征,请教一下非法组织卖血罪的构成要件是什么,0.434634326
特征,变造企业债券罪的构成要件有哪些?,0.435066064
从属,聚众淫乱罪是哪种犯罪类型,0.435813669
量刑标准,掩饰犯罪所得收益罪既遂处罚标准?,0.435852512
特征,非法变卖土地使用权罪由哪些构成?,0.436096439
其它,没有定罪看守所关多久,0.436209192
其它,延长刑拘的条件有哪些,0.43715378
概念,解释一下妨害传染病防治罪的概念是什么,0.437282697
从属,冒昧问一下战时残害居民、掠夺居民财物罪的一级罪名是,0.437466607
概念,打扰问一下解释解释利用影响力受贿罪是什么意思？,0.43779451
量刑标准,一般仿造有价票证罪是怎么判刑的?,0.438007221
其它,酒量150怎么样处罚,0.438422594
量刑标准,涉嫌暴力取证罪依法具体会判多少年,0.438940253
其它,"100元盗窃能否报警,怎么规定的",0.438969571
量刑标准,"违法买卖土地怎样量刑,有哪些规定",0.439075879
量刑标准,支付宝帮人收钱在转钱给别人犯法吗,0.440222494
从属,冒昧问一下非法获取军事秘密罪的上级罪名是什么,0.440421944
法律条文,天津市侵占罪立案标准,0.441510914
其它,交警查到醉驾证据不足需要如何处理,0.442186452
特征,如何确定构成聚众扰乱交通秩序罪?,0.442516635
量刑标准,串通投标罪量刑幅度?,0.442535937
特征,合同诈骗罪的客观表现形式是怎样的,0.442798737
量刑标准,放火行为应当怎么定罪,0.443182471
其它,"非法集资钱可以退回吗,有哪些规定",0.443316263
量刑标准,组织邪教组织致人重伤罪量刑规定?,0.44339211
量刑标准,包庇毒品犯罪分子罪既遂如何判刑?,0.44415734
概念,请问解释解释重大飞行事故罪的概念,0.444159938
量刑标准,过失损坏武器装备罪既遂如何处罚?,0.444623759
从属,破坏易燃易爆设备罪是什么类型的罪名,0.444973758
其它,失火罪的缓刑适用条件,0.445434294
量刑标准,销售伪劣化肥罪既遂判刑标准细分?,0.445638227
量刑标准,非法制造危险物质罪会判多长时间?,0.445705314
特征,请问动植物检疫失职罪的构成要件是什么,0.447004029
法律条文,"敲诈勒索未遂是轻罪吗,有哪些规定",0.44830975
量刑标准,为境外剌探情报罪量刑有什么标准?,0.448920994
法律条文,问一下掩饰、隐瞒犯罪所得、犯罪所得收益罪有哪些法条,0.449167161
特征,非法制造抵扣税款发票罪构成要件?,0.449307851
特征,生产销售假药罪的争议认定是如何的,0.449435554
特征,打击报复证人罪的成立条件是什么?,0.450069323
其它,打牌出老千需要哪些证据才能被判刑,0.450622537
特征,构成侵占罪的前提条件,0.451036913
其它,入户盗窃两次一盗窃未遂算不算累犯,0.451343477
其它,微信转账多少构成诈骗,0.45164764
其它,刑事自诉需要起诉书吗,0.451765946
量刑标准,醉驾。醉驾怎么处罚？,0.4521405
量刑标准,"生产假药罪怎么判刑?,有哪些规定",0.452403117
法律条文,信用卡诈骗罪的刑法条文是什么,0.452564176
量刑标准,犯了购买运输假币罪既遂怎么判刑?,0.452803379
特征,非法使用窃听、窃照专用器材罪的特征是什么,0.452977251
法律条文,走私文物罪会被追究什么刑事责任?,0.45584195
量刑标准,故意毁坏财物罪的量刑是什么,0.455850324
其它,卡涉诈被冻结一年多了,0.456290827
其它,"盗窃罪物证都包括什么,有哪些规定",0.456420777
其它,卖淫被拘留可以保释吗,0.456537575
量刑标准,贪污45万自首判几年,0.457687505
量刑标准,伪造、变造金融票证罪有哪些惩罚?,0.45775534
法律条文,中国刑法遗失武器装备罪怎么立案?,0.458048473
其它,公司犯罪员工有责任吗,0.45846975
从属,请教一下虚报注册资本罪是什么类型的罪名,0.459119582
量刑标准,您好，我问一下交通肇事罪怎么量刑,0.459563136
量刑标准,徇私舞弊不征税款罪既遂判刑标准?,0.460546829
量刑标准,吸收客户资金不入账罪既遂怎么判?,0.460555551
量刑标准,一般欺诈发行股票罪是怎么处罚的?,0.460614352
特征,请问私分国有资产罪的特征是什么,0.461057495
量刑标准,泄露内幕信息罪既遂怎么处罚量刑?,0.461747243
概念,请问能否告知抢夺、窃取国有档案罪介绍,0.46191451
特征,问一下隐瞒、谎报军情罪怎么认定,0.462682815
其它,酒驾毒驾逃逸怎么处理,0.463533969
特征,请教一下接送不合格兵员罪的要件有哪些,0.464031195
量刑标准,组织卖淫，要判多久？,0.464204282
概念,打扰问一下解释解释诈骗罪有什么定义？,0.46565849
特征,国有企业人员失职罪具体构成要件?,0.465856843
量刑标准,虚开抵扣税款发票罪法院会判多久?,0.466051729
特征,走私制毒物品罪的犯罪构成有哪些?,0.466061275
量刑标准,聚众斗殴从犯量刑标准,0.46675484
量刑标准,一般教唆他人吸毒罪是怎么量刑的?,0.46759956
其它,酒驾吹147验血会高出多少。什么,0.46850556
特征,问一下徇私枉法罪有什么特征,0.468564503
量刑标准,变造国家有价证券罪既遂怎么量刑?,0.46884627
量刑标准,中国对使用假币罪既遂的处罚标准?,0.46916161
量刑标准,男子抢劫被反杀怎么判,0.469895923
量刑标准,非法生产警用装备罪既遂量刑指南?,0.470094547
其它,诈骗犯判刑后如何还钱,0.470974516
量刑标准,一般股票诈骗罪既遂是怎么量刑的?,0.471339933
法律条文,容留卖淫罪会被追究什么刑事责任?,0.473375886
量刑标准,法律规定虐童如何量刑,0.473513606
量刑标准,法院对变造公司债券罪的裁量标准?,0.473910198
其它,把别人家砸了犯什么罪,0.474318951
量刑标准,伪造证据怎么进行处罚,0.474395301
概念,冒昧问一下解释一下违法发放林木采伐许可证罪定义,0.474628888
法律条文,走私核材料罪的法律规定有哪些规定,0.474813628
其它,间接正犯是共同犯罪吗,0.475089013
特征,冒昧问一下煽动暴力抗拒法律实施罪怎么认定,0.475463242
其它,我的手机银行电信诈骗刑警队立案了,0.475480968
量刑标准,非法出售野生动物罪既遂怎么判刑?,0.476380035
其它,定罪免罚有犯罪记录吗,0.47723924
法律条文,"寻衅滋事算暴力犯罪吗,有哪些规定",0.477571634
量刑标准,套路贷不是主犯怎么判,0.477846966
量刑标准,一般非法运输弹药罪是怎么量刑的?,0.478459375
概念,放纵走私罪是什么意思？,0.478913485
量刑标准,贩毒五十克可以判多久,0.479218333
量刑标准,构成逃避商检罪既遂一般会怎么判?,0.479256063
法律条文,走私制毒物品罪的刑事责任是什么?,0.479486481
其它,正当防卫伤人要赔偿吗,0.479703189
法律条文,我国刑法对职务侵占罪的立案规定?,0.479839282
特征,您好非法制造、出售非法制造的用于骗取出口退税、抵扣税款发票罪的要件是什么,0.480140179
特征,满足什么要件构成生产有害食品罪?,0.480273242
概念,请问能否告知聚众哄抢罪的概念,0.481560037
法律条文,诈骗钱超过多少为大案,0.482423352
量刑标准,无证酒驾撞伤人怎么判,0.483263265
其它,网上招嫖被骗有责任吗,0.48351833
其它,酒后驾车和醉驾的处罚分别是怎样的,0.483756283
法律条文,为亲友非法牟利罪既遂的刑事责任?,0.484289705
量刑标准,组织出卖人体器官罪既遂量刑处罚?,0.484708534
量刑标准,失职致使在押人员脱逃罪判刑标准?,0.484865166
其它,合同被骗了去哪里报案,0.485522852
法律条文,吉林职务侵占立案标准,0.485884787
法律条文,过失损坏电力设备罪立案标准是什么,0.486160827
法律条文,参与电信诈骗金额到达多少才会判刑,0.486979854
其它,"只有间接证据能定罪吗,有哪些规定",0.487202428
量刑标准,诽谤什么程度需要坐牢,0.488433452
概念,您好解释解释帮助犯罪分子逃避处罚罪的概念是什么,0.488715826
量刑标准,放纵走私罪怎么量刑?,0.488993132
概念,请教一下如何理解煽动颠覆国家政权罪的概念,0.490315162
量刑标准,开车故意撞人怎么判刑,0.490682795
特征,非法收购野生动物罪的构成四要素?,0.491097195
法律条文,公司网络诈骗立案标准,0.492166342
量刑标准,一般强迫劳动罪既遂是怎么量刑的?,0.492517596
法律条文,你好，麻烦问一下非法向外国人出售、赠送珍贵文物罪有哪些刑法条文,0.493236114
其它,公诉案件能刑事和解吗,0.493323702
量刑标准,未成年人组织未成年人卖淫怎么判刑,0.49401066
量刑标准,"妨害作证罪处罚,法律上有哪些规定",0.494462343
其它,强奸未遂算不算犯法 ,0.494816033
特征,操纵期货市场罪构成要件具体规定?,0.494933319
量刑标准,构成销售伪劣兽药罪既遂怎么量刑?,0.495566376
量刑标准,女子盗窃罪如何处罚呢,0.496205263
特征,打扰问一下金融凭证诈骗罪的构成要件是什么,0.496685335
量刑标准,犯了决水罪怎么处罚?,0.498145642
量刑标准,"境外诈骗被抓了判多久,怎么规定的",0.498147255
量刑标准,"非法经营烟草罪如何罚,有哪些规定",0.498249264
量刑标准,根据刑法规定绑架罪既遂会判多久?,0.498513592
特征,投放危险物质罪的主体要件是什么?,0.498844629
量刑标准,窝藏、包庇罪既遂判刑标准多少年?,0.498982468
量刑标准,敲诈勒索寻衅滋事最少能判多长时间,0.499229933
量刑标准,"药贩子如何判刑的,法律怎么规定的",0.499240528
特征,铁路运营安全事故罪有哪些特征,0.499287712
量刑标准,"危险驾驶罪量刑规定?,有哪些规定",0.499488048
从属,打扰问一下遗弃伤病军人罪属于什么罪,0.499822756
概念,你好，麻烦问一下怎样解释盗掘古文化遗址、古墓葬罪的概念是什么,0.500042139
特征,冒昧问一下非法向外国人出售、赠送珍贵文物罪的构成要件是什么,0.50094557
量刑标准,你好关于非法狩猎罪的量刑是怎样的,0.501003273
其它,醉驾入刑的后果是什么,0.501036554
量刑标准,刑事销售假药罪既遂怎么量刑处罚?,0.501186773
概念,如何理解破坏广播电视设施、公用电信设施罪定义,0.501499112
其它,醉驾车辆会被监控几年,0.501861427
其它,初犯写成累犯的怎么办,0.502228731
法律条文,"滥用监护权有哪些行为,有哪些规定",0.50261386
其它,律师申请取保候审需要满足哪些条件,0.502699155
其它,得什么病可以不用坐牢,0.503186691
量刑标准,编造虚假恐怖信息罪法院会判多久?,0.503405229
其它,怎样确定无行为能力人的法定监护人,0.50363185
法律条文,上海单位诈骗立案标准,0.503772207
概念,请问解释一下失火罪是什么意思？,0.504503626
量刑标准,你好非法拘禁罪判多久,0.504523401
量刑标准,遗弃武器装备罪的处罚标准是什么?,0.504573418
量刑标准,"对单位行贿罪如何判刑,怎么规定的",0.504826999
量刑标准,律师你好，我问一下醉驾有哪些处罚,0.505188592
量刑标准,你好关于电信诈骗判刑标准是怎样的,0.50536314
量刑标准,您好非法侵入住宅罪怎么处罚,0.506341526
从属,非法出售增值税专用发票罪属于哪种罪名,0.507586229
其它,你好 我怀疑我被诈骗,0.508361366
特征,请教一下故意损毁文物罪的构成要件有哪些,0.509317462
其它,"盗窃可以凭监控定罪吗,有哪些规定",0.509425249
其它,什么是死刑缓期执行呢,0.509926759
概念,能否告知绑架罪定义的意思,0.509927021
法律条文,"醉驾撞车事故怎么处理,怎么规定的",0.510010812
特征,打扰问一下过失损坏易燃易爆设备罪如何认定,0.510558432
法律条文,甘肃省抢劫罪立案标准,0.510742609
量刑标准,请问行贿罪的刑罚规定,0.510772152
法律条文,请教一下非法买卖制毒物品罪有什么法条,0.511248101
法律条文,过失泄露国家秘密罪对应的法律依据有哪些,0.51146377
特征,网络侮辱罪要如何构成，有什么条件,0.511914819
特征,盗窃、抢夺武装部队公文、证件、印章罪的要件是什么,0.512411695
从属,请教一下枉法仲裁罪属于什么罪,0.513833389
量刑标准,聚众哄抢罪量刑标准是如何规定的?,0.51421808
从属,请问武器装备肇事罪是什么类别,0.514618098
量刑标准,销售劣药罪怎么判刑?,0.51475446
量刑标准,中国新刑法拒不执行裁定罪判几年?,0.515751927
其它,集资诈骗未遂怎样处理,0.515880086
量刑标准,刑法对逃避追缴欠税罪的定罪标准?,0.516239379
量刑标准,"危险驾驶罪怎么判,法律怎么规定的",0.516977754
量刑标准,偷盗人体器官如何定罪,0.517997174
量刑标准,"走私废物罪量刑处罚?,怎么规定的",0.518004299
法律条文,刑法电信诈骗立案标准,0.518951164
量刑标准,非法买卖危险物质罪既遂处罚标准?,0.518972933
量刑标准,利用迷信致人重伤罪处罚标准细分?,0.519004857
从属,生产、销售假药罪的上级罪名是什么,0.519369976
特征,请教一下虐待被监管人罪的要件是什么,0.519427619
其它,经侦科立案金额是多少,0.51972187
从属,你好非法持有毒品罪是哪种类型的罪名,0.519910033
特征,"怎样定合同诈骗罪,具体规定有哪些",0.520422348
法律条文,浙江非法侵占立案标准,0.52093793
其它,问一下买毒也会判刑吗,0.522403671
其它,邻里纠纷，被老人讹诈,0.522533816
概念,问一下能否告知故意延误投递邮件罪介绍,0.522932754
量刑标准,非法出租枪支罪既遂法院怎么量刑?,0.523185568
特征,您好聚众淫乱罪的构成要件是什么,0.523253578
其它,定罪不捕还需要判刑吗,0.523616526
其它,敲诈勒索既遂怎么处理,0.524765562
量刑标准,你好，麻烦问一下妨害国境卫生检疫罪判多久,0.524981356
量刑标准,非法销售假烟10万元一般要判多久,0.52519818
特征,请问对非国家工作人员行贿罪的构成要件有哪些,0.52546913
量刑标准,0.2克白粉判几个月,0.526339901
其它,未成年偷东西留案底吗,0.527083781
概念,冒昧问一下想了解聚众持械劫狱罪解释,0.527195049
量刑标准,组织出卖人体器官罪法院会判多久?,0.52730558
量刑标准,擅自出卖、转让国有档案罪怎么判刑,0.5275386
其它,价格欺诈的方面有哪些,0.527576445
从属,冒昧问一下组织播放淫秽音像制品罪属于哪类罪名,0.528121882
从属,请教一下徇私枉法罪的一级罪名是,0.528169367
其它,刑事案件，保健品诈骗,0.528894849
量刑标准,滥用职权罪量刑的标准,0.529209065
其它,死缓和无期徒刑的区别,0.529477507
量刑标准,变造企业债券罪既遂量刑标准细分?,0.529882006
量刑标准,非法买卖警用装备罪既遂量刑幅度?,0.53003569
特征,毁灭国家机关公文罪是如何构成的?,0.53026584
其它,扒窃属于治安还是刑事,0.530526108
其它,寻衅滋事多长时间结案,0.530690338
概念,你好解释解释非法生产、买卖军用标志罪是啥？,0.531118729
特征,构成非法持有弹药罪的条件有哪些?,0.531546125
量刑标准,组织残疾人、儿童乞讨罪既遂怎样判,0.532291401
量刑标准,寻衅滋事能否判处缓刑,0.533053608
其它,诈骗退赃款可以减刑吗,0.534329892
特征,你好，我想问一下怎么认定为强奸罪,0.53476423
量刑标准,刑法侵犯商业信誉既遂的量刑标准?,0.535573059
特征,刑法非法进行节育手术罪构成要件?,0.536126514
法律条文,什么标准下销售有毒食品罪才立案?,0.536168835
概念,冒昧问一下如何理解故意损毁名胜古迹罪的概念,0.536268554
概念,您好可以介绍为境外窃取、刺探、收买、非法提供军事秘密罪介绍,0.536551886
量刑标准,男子猥亵妇女的量刑标准是什么样的,0.536605733
法律条文,"参与故意伤害也犯罪吗,怎么规定的",0.53725978
量刑标准,第一次寻衅滋事怎么判,0.537511985
量刑标准,战时造谣惑众罪既遂具体量刑标准?,0.537514981
特征,构成容留他人吸毒罪的要件有哪些?,0.538185635
其它,刑事一年取保候审费用,0.539579571
从属,辩护人诉讼代理人毁灭证据伪造证据妨害作证罪属于什么罪,0.540181869
量刑标准,中国对倒卖文物罪既遂的量刑标准?,0.540272171
量刑标准,中国对战时残害居民罪的处罚标准?,0.540494967
量刑标准,酒驾致人死亡后逃逸处罚标准是什么,0.541095487
量刑标准,持有假币罪定刑标准?,0.541375978
其它,拘役三个月是不是坐牢,0.541486482
法律条文,构成侮辱国旗罪既遂会怎样追究责任,0.542929997
法律条文,您好投放虚假危险物质罪的法律依据是什么,0.544214861
量刑标准,侵占罪既遂怎么处罚?,0.544465043
概念,您好能否介绍一下商检徇私舞弊罪介绍,0.544483676
概念,你好，麻烦问一下可以问一下教育设施重大安全事故罪的概念,0.54477601
其它,主犯和共犯一样量刑吗,0.544780885
量刑标准,出售假币罪的最新判刑标准是什么?,0.544911011
量刑标准,一般过失致人重伤罪是怎么量刑的?,0.545316956
从属,制作、复制、出版、贩卖、传播淫秽物品牟利罪是哪种犯罪类型,0.546044967
量刑标准,非法拘禁罪既遂的处罚标准是什么?,0.546952366
其它,醉驾怎么才算证据不足,0.547243547
法律条文,非法买卖枪支罪的刑事责任是什么?,0.547456574
量刑标准,我国刑法对介绍贿赂罪的处罚规定?,0.547728845
其它,醉驾改酒驾有没有希望,0.547862008
量刑标准,非法私藏弹药罪既遂怎么处罚量刑?,0.549100965
法律条文,"抢夺多少财物构成犯罪,有哪些规定",0.549112479
量刑标准,构成破坏界碑、界桩罪一般会如何判,0.549455342
量刑标准,滥用管理公司职权罪法院会判多久?,0.549895167
法律条文,"诈骗是否刑事犯罪,具体规定有哪些",0.550600254
量刑标准,根据刑法规定走私文物罪会判多久?,0.55066415
其它,合同诈骗上诉是否有用,0.551309241
量刑标准,你好，问一下敲诈勒索一万元的量刑,0.552276313
量刑标准,无证驾驶醉驾有前科累犯判多少时间,0.552708233
量刑标准,构成盗窃爆炸物罪法院会如何量刑?,0.553233609
特征,哪些条件会构成生产并销售劣药罪?,0.554089741
其它,被骗1000元，有机会找回来吗？,0.554104138
法律条文,法律中规定的单位行贿的方式有哪些,0.554256837
量刑标准,阻碍解救被拐卖儿童罪一般判几年?,0.554379379
法律条文,非法侵入计算机信息系统罪对应的法律规定有哪些,0.554760821
特征,传授犯罪方法罪的犯罪构成有哪些?,0.556285427
量刑标准,强迫交易罪量刑的标准,0.556324722
从属,侮辱国旗、国徽罪是哪种犯罪类型,0.556813305
特征,交通肇事犯罪的犯罪构成是怎样的呢,0.557354718
量刑标准,销售公民个人信息罪既遂量刑标准?,0.557606437
量刑标准,新刑法破坏武器装备罪既遂怎么判?,0.559268921
其它,被造黄谣了报警有用吗,0.559439199
法律条文,故意伤害罪会被追究什么刑事责任?,0.55950657
特征,强奸罪的主体与客体?,0.559815624
其它,"共同犯罪应当如何处罚,有哪些规定",0.560208107
其它,非故意伤人需要赔偿吗,0.56080152
其它,刑法114条115条,0.561161323
其它,在外地判缓刑怎么回家,0.562625827
量刑标准,销售伪劣兽药罪既遂会判多长时间?,0.562921726
概念,请教一下可以介绍拐卖妇女、儿童罪是啥？,0.56426754
特征,构成走私国家物品罪的要求会有什么,0.564337776
特征,问一下扰乱无线电通讯管理秩序罪有什么特征,0.565657256
法律条文,"偷多少钱才算是盗窃罪,有哪些规定",0.565924955
其它,容留他人吸毒有缓刑吗,0.566003584
从属,问一下擅自设立金融机构罪属于什么犯罪类型,0.566388863
其它,监狱关押期间怎么减刑,0.566437419
其它,兰州无犯罪记录证明怎么在网上申请,0.568457627
概念,你好如何理解骗取出境证件罪解释,0.569486926
量刑标准,持有伪造的发票罪构成既遂怎么判?,0.569693747
量刑标准,毁灭国家机关公文罪量刑标准细分?,0.569887928
量刑标准,驾驶人员醉驾致死判刑具体多长时间,0.571546739
其它,"共同贪污罪的数额认定,有哪些规定",0.571784078
特征,如何判断是不是构成宣传传销活动罪,0.57228796
法律条文,您好丢失枪支不报罪对应的刑法条文有哪些,0.572360872
量刑标准,集资诈骗罪怎么处罚呢,0.572523957
量刑标准,非法私藏弹药罪既遂量刑标准细分?,0.573051605
量刑标准,妨害国境卫生检疫罪具体量刑标准?,0.573231619
特征,集资诈骗罪怎么认定,0.573332199
概念,招摇撞骗的意思是什么,0.573839189
特征,您好放纵走私罪的构成要件是什么,0.57446258
特征,非法种植毒品原植物罪的特征是什么,0.574501767
其它,轻伤害判刑后还赔偿吗,0.574863925
量刑标准,非法持有枪支投案自首怎样定罪量刑,0.575385211
量刑标准,犯了挪用特定款物罪既遂怎么判刑?,0.575733725
量刑标准,交通肇事罪的定罪量刑,0.576420937
量刑标准,买卖国家机关证件罪处罚标准细分?,0.576423461
量刑标准,非法购买增值税专用发票罪的量刑?,0.577104205
其它,收藏枪支会被判什么刑,0.577172357
量刑标准,"故意杀人未遂坐几年牢,有哪些规定",0.577222784
其它,我的手机被偷了怎么办,0.577523397
量刑标准,犯了投放虚假危险物质罪一般怎么判,0.577794835
其它,诈骗没到手算是既遂吗,0.578070131
法律条文,你好民事、行政枉法裁判罪的法律依据是什么,0.578259754
特征,如何确定构成伪造事业单位印章罪?,0.579977147
量刑标准,你好关于借银行卡给别人最高判几年,0.580329877
