label_class,text,randnum
特征,问一下私分国有资产罪的特征是什么,0.580590602
量刑标准,构成操纵证券市场罪既遂怎么判刑?,0.58189581
特征,为境外窃取国家秘密罪由什么构成?,0.584307005
量刑标准,刑法对过失致人重伤罪的定罪标准?,0.58443877
量刑标准,生产伪劣种子罪既遂怎么定罪处罚?,0.585505803
法律条文,虚假出资罪立案标准是怎么规定的?,0.586521788
特征,招摇撞骗罪的主观方面与客观方面?,0.587783183
量刑标准,妨害公务罪会判多少年,0.587985179
法律条文,你好破坏计算机信息系统罪有哪些法条,0.588396032
其它,量刑会考虑家庭情况吗,0.588751124
量刑标准,非法经营药物怎么量刑,0.588806512
概念,背信损害上市公司利益罪是啥？,0.588966287
量刑标准,中国新刑法虚假广告罪既遂判几年?,0.589192293
其它,醉驾拘役期满后怎么办,0.590007205
从属,问一下违令作战消极罪是哪种类型的罪名,0.590528009
量刑标准,构成违规制造枪支罪一般会怎么判?,0.591492003
法律条文,安徽职务侵占立案标准,0.591492056
特征,资助危害国家安全犯罪活动罪的构成要件有哪些,0.591719187
法律条文,请教一下骗购外汇罪的相关法律规定是什么,0.592220945
法律条文,偷盗多少钱构成盗窃罪,0.592246409
其它,刑法将共同犯罪人分为,0.592422816
法律条文,你好，麻烦问一下资助危害国家安全犯罪活动罪的刑法条文是什么,0.593123162
量刑标准,买卖国家机关印章罪既遂量刑标准?,0.593130105
量刑标准,聚众斗殴重伤会拘留吗,0.593435793
法律条文,扰乱无线电通讯管理秩序罪立案标准,0.593613187
从属,请教一下非法持有毒品罪属于什么犯罪类型,0.593986693
其它,申请假释后多久能出狱,0.594286389
特征,隐瞒境外存款罪的犯罪构成有哪些?,0.594291536
特征,生产伪劣兽药罪构成要件具体规定?,0.596281446
量刑标准,帮助犯罪分子逃避处罚罪如何处罚?,0.59637113
从属,你好，麻烦问一下雇用童工从事危重劳动罪是哪种类型的罪名,0.596387329
特征,你好，麻烦问一下辩护人诉讼代理人毁灭证据伪造证据妨害作证罪的四要件是什么,0.597245286
概念,您好解释一下逃避商检罪的概念是什么,0.597848844
法律条文,武器装备肇事罪对应的刑法条文有哪些,0.598160949
量刑标准,容留他人赌博判刑多久,0.600604414
量刑标准,我想了解一下窝赃罪量刑标准是多久,0.600863972
特征,出具证明文件重大失实罪构成要件?,0.601141151
概念,请教一下解释解释保险诈骗罪是什么意思？,0.601256236
量刑标准,刑事内幕交易罪既遂怎么量刑处罚?,0.601548138
量刑标准,隐私视频发到我通讯录盗取了我通讯,0.601683611
量刑标准,交通事故肇事逃逸怎么判刑很严重吗,0.602308072
法律条文,湖南抢夺罪的立案标准,0.602337064
其它,取保候审会留有案底吗,0.602456311
量刑标准,非法供应血液事故罪既遂怎么处罚?,0.603299171
量刑标准,破坏界碑罪会怎么处罚,0.603844242
特征,组织会道门致人重伤罪由哪些构成?,0.605115799
量刑标准,问一下个人参与网络上赌博怎么处罚,0.605663886
法律条文,什么行为会触犯盗窃罪,0.605850737
量刑标准,刑法上对于强奸罪的处罚具体是什么,0.605963629
法律条文,抽逃出资罪立案标准是怎么规定的?,0.606216316
量刑标准,非法批准征收土地罪既遂如何处罚?,0.606740084
概念,打扰问一下能否介绍一下非法向外国人出售、赠送珍贵文物罪定义,0.606851977
其它,手机上输了两万多骗了,0.607022505
法律条文,构成猥亵儿童罪既遂会怎么追究责任,0.607239137
量刑标准,犯了徇私舞弊抵扣税款罪怎么处罚?,0.6081737
法律条文,偷窃没有证据会判刑吗,0.608897891
法律条文,冒昧问一下擅自发行股票、公司、企业债券罪对应的法律规定有哪些,0.609415197
量刑标准,不解救被拐卖、绑架妇女、儿童罪的处罚是什么,0.609806306
量刑标准,"酒驾是否会被判刑,具体规定有哪些",0.610166137
量刑标准,受贿罪处罚标准细分?,0.611433538
量刑标准,我国刑法对偷窃罪既遂的处罚规定?,0.611651323
其它,判刑了罚金什么时候给,0.611751438
法律条文,冒昧问一下组织淫秽表演罪有什么法条,0.612235058
其它,过失犯罪都有什么情况,0.613090495
特征,"行贿罪具体构成要件?,有哪些规定",0.613390561
法律条文,虚假破产罪既遂的刑事责任是什么?,0.613472885
其它,过失犯罪存不存在转化,0.613581022
量刑标准,"偷小孩的被打死怎么判,怎么规定的",0.613723921
量刑标准,"失火烧山怎样判刑,具体规定有哪些",0.613847484
量刑标准,请问恶意欠薪罪的量刑,0.614558024
法律条文,"扣押毒品的程序,法律的规定是什么",0.614709444
特征,什么是非法出租枪支罪的构成要件?,0.614931018
特征,买卖国家机关公文罪具体构成要件?,0.614938665
量刑标准,犯了操纵证券市场罪怎么量刑处罚?,0.615075484
其它,保外就医的条件和程序,0.615491754
特征,出售出入境证件罪的四要件是哪些?,0.615802531
法律条文,诈骗多少金额可以判刑,0.616422732
量刑标准,"绑架伤害他人怎么处罚,怎么规定的",0.617409157
概念,什么是金融凭证诈骗罪,0.619001146
量刑标准,构成敲诈勒索罪既遂一般会怎么判?,0.620438352
其它,交通肇事逃逸罪与交通肇事罪的区别,0.62079439
特征,请教一下伪造、倒卖伪造的有价票证罪的构成要件是什么,0.621859952
特征,贷款诈骗罪的要件是什么,0.622033582
法律条文,请问聚众淫乱罪对应的法条有哪些,0.622235532
其它,网上收款转账是洗钱吗,0.622324583
其它,醉驾99.8会被拘留,0.62233748
特征,打扰问一下生产、销售不符合卫生标准的化妆品罪的要件有哪些,0.622626919
其它,盗窃未遂会网上追逃吗,0.623140987
量刑标准,帮助毁灭、伪造证据罪量刑是怎样的,0.62339401
其它,"交通肇事罪是不是缓刑,怎么规定的",0.62340193
量刑标准,买卖国家机关印章罪会判多长时间?,0.623580858
量刑标准,问一下持枪绑架的量刑,0.623618778
量刑标准,法院对生产伪劣化肥罪的裁量标准?,0.62377856
从属,你好非法猎捕、杀害珍贵、濒危野生动物罪是什么类别,0.623913773
量刑标准,侵犯公民个人信息罪最多判多少年?,0.624870796
量刑标准,强奸罪既遂的最新处罚标准是什么?,0.625639668
法律条文,吉林省的诈骗立案标准,0.625890855
其它,网上被骗，有转账记录,0.625943759
量刑标准,中国对宣传传销活动罪的量刑标准?,0.626608854
量刑标准,故意杀人会判处死刑吗,0.626671921
量刑标准,刑法对故意杀人罪既遂的定罪标准?,0.627749452
概念,请教一下解释解释危险驾驶罪是啥？,0.62861739
量刑标准,非法走私制毒物品罪既遂量刑指南?,0.628828879
量刑标准,非法出卖武器装备罪既遂如何判刑?,0.630114569
量刑标准,构成票据诈骗罪既遂一般会怎么判?,0.630290548
法律条文,股票诈骗罪刑事责任应该怎么承担?,0.630545232
量刑标准,"滴滴车司机杀人如何判,怎么规定的",0.630548047
特征,执行判决、裁定失职罪怎么构成的?,0.630794624
量刑标准,醉酒驾驶碰车怎么处罚,0.630972923
量刑标准,聚众赌博拘留多长时间,0.632254442
其它,第一次醉驾第二次酒驾是否构成累犯,0.632306818
其它,"聚众赌博会构成犯罪吗,有哪些规定",0.632497536
其它,报案诈骗能追回多少？,0.633148157
量刑标准,"骗购外汇罪如何处罚?,怎么规定的",0.633700352
量刑标准,犯了掩饰犯罪所得罪怎么量刑处罚?,0.633949719
其它,正当防卫杀了人怎么办,0.634460586
量刑标准,中国对宣传传销活动罪的处罚标准?,0.634498719
量刑标准,根据刑法规定滥伐林木罪会判多久?,0.634880886
概念,冒昧问一下解释一下走私淫秽物品罪是什么意思？,0.635734298
概念,想了解非法出售增值税专用发票罪的概念,0.635799259
量刑标准,"误伤判刑多少年,法律是如何规定的",0.636979767
法律条文,北海诈骗金额立案标准,0.636995924
其它,盗窃证据不足怎么处理,0.638092032
其它,累犯是否必须要实刑呢,0.63861823
概念,打扰问一下解释一下盗窃、抢夺武器装备、军用物资罪的概念,0.639217603
特征,非法获取公民个人信息罪构成要素?,0.640385439
法律条文,"醉酒驾驶怎样处理,具体规定有哪些",0.640650157
量刑标准,危险驾驶罪量刑规定?,0.642022667
法律条文,非法转让、倒卖土地使用权罪对应的法律条文有哪些,0.642457309
其它,哪些人可以委托辩护人,0.6437409
量刑标准,"抢劫杀人怎么处罚,法律怎么规定的",0.644627504
法律条文,什么标准下非法私藏弹药罪才立案?,0.644998398
量刑标准,非法批准占用土地罪既遂量刑处罚?,0.645572107
量刑标准,你好关于打伤别人轻伤二级要判多久,0.645594954
法律条文,冒昧问一下假冒专利罪有哪些法律条文,0.64564978
其它,帮信罪可以开银行卡吗,0.645943355
量刑标准,聚众斗殴没动手怎么判,0.646435585
特征,请问背叛国家罪的要件有哪些,0.646622002
量刑标准,刑法对骗取出口退税罪的定罪标准?,0.646931609
概念,能否告知投降罪是什么意思？,0.647066387
法律条文,违法发放林木采伐许可证罪有哪些法律条文,0.648590331
其它,"犯出售假币罪严重吗?,有哪些规定",0.648641893
其它,判刑人员对子女的影响,0.648740158
其它,我妈拿棍子打我违法吗,0.649078541
其它,猬亵儿童罪需什么证据,0.64941201
其它,假释后会被重新收监吗,0.649915549
量刑标准,非法获取国家秘密罪怎么判刑,0.650190378
从属,冒昧问一下骗取出境证件罪的一级罪名是,0.650521842
其它,抢劫立案需要什么证据,0.65067294
其它,车祸造成死亡会判刑吗,0.650883273
量刑标准,你好，问一下电信网络诈骗会如何判,0.65094405
其它,刑事拘留会不会上案底,0.652466371
量刑标准,故意伤害轻伤能判几年,0.653976427
法律条文,经济诈骗罪的立案标准,0.654022953
从属,高利转贷罪属于哪类罪名,0.65436517
量刑标准,过失杀人自首判多少年,0.654416136
从属,请教一下非法经营同类营业罪属于什么犯罪类型,0.654487155
量刑标准,法院对非法储存枪支罪的裁量标准?,0.655200174
从属,擅自出卖、转让国有档案罪属于什么罪,0.655408464
其它,犯罪预备可以判无罪吗,0.655712645
特征,"合同诈骗罪主体是什么,怎么规定的",0.655722093
概念,您好能否介绍一下聚众斗殴罪定义的意思,0.655893011
量刑标准,恶意撞死2人怎么判刑,0.655980598
其它,手机在派出所多久归还,0.656210174
概念,组织卖淫罪的概念,0.657544968
量刑标准,金融工作人员购买假币罪量刑处罚?,0.658054908
量刑标准,聚众斗殴主参与者跑了主犯如何判刑,0.659052891
量刑标准,故意销毁会计账簿罪处罚标准细分?,0.659237643
特征,你好，麻烦问一下拒绝提供间谍犯罪证据罪的要件有哪些,0.65947145
其它,车祸没钱赔该怎么判刑,0.662282967
其它,过失犯罪不成立累犯吗,0.662796685
其它,过失犯罪缓刑有工作吗,0.663711881
特征,你好，麻烦问一下私分罚没财物罪的构成要件有哪些,0.663881411
其它,服刑期又犯罪如何处罚,0.664216658
其它,判缓刑可以外出打工吗,0.664318661
量刑标准,虚假破产罪量刑指南?,0.66487006
法律条文,四川省诈骗的立案标准,0.665461219
量刑标准,损害商业信誉、商品声誉罪的量刑?,0.666777658
量刑标准,协助组织卖淫罪既遂怎么定罪处罚?,0.666786883
其它,做公司假账贪污被发现,0.666812055
其它,大义灭亲是故意杀人吗,0.667490304
量刑标准,未成年教唆犯如何定罪,0.668205097
量刑标准,职务犯罪最新量刑标准,0.668892377
量刑标准,我想了解一下食品安全罪的量刑标准,0.669113636
法律条文,操纵期货市场罪的刑事责任是什么?,0.669335364
法律条文,行贿罪罚金的法律规定,0.669359874
法律条文,打扰问一下非法向外国人出售、赠送珍贵文物罪有什么相关法律规定,0.670267103
量刑标准,构成买卖身份证件罪既遂怎么量刑?,0.670516572
概念,问一下强奸罪的概念,0.670808044
其它,侵占罪可以转为公诉吗,0.67178756
量刑标准,国有事业单位人员失职罪如何处罚?,0.672586447
特征,窝藏罪的犯罪构成要件具体有哪些?,0.673360632
量刑标准,诈骗7500元判几年,0.673736446
量刑标准,中国对走私制毒物品罪的判刑标准?,0.673790336
量刑标准,寻衅滋事累犯怎么量刑,0.674608842
量刑标准,最新刑法变造金融票证罪量刑标准?,0.676338648
其它,立案后找人可以撤案吗,0.677116428
其它,缓刑犯可以构成累犯吗,0.67775749
从属,打扰问一下过失泄露国家秘密罪属于哪类罪名,0.677793084
量刑标准,一般票据诈骗罪既遂是怎么处罚的?,0.678267525
其它,拘役管制是有期徒刑吗,0.678453567
法律条文,"诈骗的主要形式有哪些,怎么规定的",0.678675041
特征,销售有毒食品罪需要哪些犯罪构成?,0.67931108
从属,请问非法处置进口的固体废物罪的一级罪名是,0.679431408
量刑标准,虚开抵扣税款发票罪既遂怎么处罚?,0.679671473
量刑标准,侵占罪具体量刑标准?,0.680112881
量刑标准,间谍罪量刑标准是什么,0.68073165
法律条文,滥用管理公司职权罪最新立案标准?,0.681022538
其它,我在网上被诈骗30万,0.681524867
其它,网络赌博银行卡冻结了,0.68162737
量刑标准,犯了破坏易燃易爆设备罪怎么处罚?,0.682829116
量刑标准,受贿罪的具体量刑标准,0.683139583
特征,满足什么要件构成供应血液事故罪?,0.683592638
法律条文,盗窃、抢夺枪支、弹药、爆炸物、危险物质罪的相关法律规定是什么,0.683696697
特征,骗取票据承兑罪的犯罪构成有哪些?,0.684120922
特征,领导恐怖组织罪的构成要件是什么?,0.685948776
其它,价值399的篮球被偷,0.686549107
法律条文,"多少人算聚众赌博,法律怎么规定的",0.686740364
量刑标准,买卖国家机关公文罪处罚标准细分?,0.686759908
特征,过失致人死亡罪具体有什么法律特征,0.68682742
量刑标准,你好破坏武器装备、军事设施、军事通信罪的量刑标准是什么,0.687118192
量刑标准,"信用贷款不还怎么量刑,有哪些规定",0.687884014
特征,执行判决失职罪的构成要件有哪些?,0.688511963
特征,破坏公用电信设施罪具体构成要件?,0.689539656
量刑标准,犯了非法邮寄弹药罪既遂怎么处罚?,0.689562506
法律条文,问一下合同诈骗罪的法律条文是什么,0.689752839
量刑标准,犯了过失致人重伤罪既遂怎么处罚?,0.690345672
概念,请问战时自伤罪的意思,0.691078601
量刑标准,倒卖武器装备罪量刑最新法律规定?,0.691896694
量刑标准,中国对徇私舞弊假释罪的判刑标准?,0.69301639
特征,"生产有害食品罪构成?,怎么规定的",0.693488066
从属,打扰问一下滥伐林木罪的上级罪名是什么,0.694527672
量刑标准,"强制猥亵罪量刑指南?,有哪些规定",0.69460422
概念,你好解释解释执行判决、裁定失职罪定义的意思,0.69486147
其它,打架怎么才算正当防卫,0.69523823
法律条文,集资诈骗罪立案标准?,0.695617645
量刑标准,非国家工作人员受贿罪既遂判几年?,0.695704136
其它,微信举报诈骗能退钱吗,0.695906821
量刑标准,战时残害居民罪的处罚标准是什么?,0.69655845
量刑标准,教唆他人吸毒罪既遂具体量刑标准?,0.696796662
量刑标准,诽谤罪导致他人失业法院会如何判刑,0.697528489
量刑标准,"非法拘禁罪的刑罚时间,怎么规定的",0.698631625
量刑标准,变造公司债券罪既遂怎么处罚量刑?,0.698823461
量刑标准,"生产假药罪量刑处罚?,有哪些规定",0.699377052
量刑标准,隐瞒犯罪所得罪既遂法院怎么量刑?,0.699756674
量刑标准,中国对抢夺危险物质罪的处罚标准?,0.701238465
特征,"计算机犯罪特点有哪些,怎么规定的",0.701904547
其它,刑事诉讼参与人有哪些,0.702931871
量刑标准,冒昧问一下传染病防治失职罪怎么判刑,0.703510634
法律条文,我国刑法对非法行医罪的立案规定?,0.703523273
其它,刑拘在逃不自首会怎样,0.703791448
概念,问一下想了解抢夺罪定义的意思,0.70382909
量刑标准,滥用职权受贿贪污的会数罪并罚吗？,0.704188876
特征,不解救被拐卖儿童罪的构成四要素?,0.704566187
法律条文,做假的公证书要判刑吗,0.70548589
量刑标准,擅自发行股票债券罪既遂怎么处罚?,0.705504559
量刑标准,犯了变造金融票证罪怎么量刑处罚?,0.705623676
量刑标准,新刑法私分国有资产罪既遂怎么判?,0.705733504
量刑标准,抢劫120万判多少年？是要怎样？,0.705811699
量刑标准,一般信息披露违规罪是怎么处罚的?,0.705959324
从属,背信运用受托财产罪属于什么罪,0.706277158
法律条文,拐骗儿童罪立案标准是怎么规定的?,0.706344817
法律条文,单位受贿罪的立案标准是怎么样的?,0.706433962
其它,判三年半多久可以假释,0.706719364
量刑标准,请教一下非法使用窃听、窃照专用器材罪判多久,0.706902034
特征,怎么样才构成国有企业人员失职罪?,0.708303277
法律条文,请教一下挪用资金罪有哪些法律依据,0.708837336
其它,"诈骗罪如何追款,法律上有哪些规定",0.708850555
特征,抢劫弹药罪的构成要件主要有哪些?,0.708937886
从属,您好强迫卖血罪是什么类型的罪名,0.70903099
其它,刑事案件私了可反悔吗,0.711662243
概念,网络诈骗的概念是怎样的呢？？？？,0.711737089
量刑标准,非法生产制毒物品罪既遂量刑规定?,0.711792198
其它,嫖娼事后被抓6876,0.712296698
量刑标准,驱逐出境的量刑适用范围具体是什么,0.712324959
概念,持有、使用假币罪介绍,0.7125814
其它,寻衅滋事累犯可取保吗,0.714306955
其它,遇到传销的该如何处理,0.714580165
量刑标准,151酒精含量怎么判,0.714641679
特征,变造股票债券罪构成要件具体规定?,0.714751516
量刑标准,变造国家机关印章罪会判多长时间?,0.714804418
特征,采集血液事故罪的构成要件有哪些?,0.715043173
法律条文,"恶犬伤人怎么办,法律的规定是什么",0.715117405
量刑标准,你好，麻烦问一下非法捕捞水产品罪的刑期是多久,0.715225432
量刑标准,"拐卖人口怎么量刑,法律怎么规定的",0.715665069
其它,被男朋友打了，报警要做牢还是拘留,0.715868141
其它,网上诈骗如何网上报警,0.71590903
特征,铁路运营安全事故罪的要件是什么,0.716659755
量刑标准,违规出具金融票证罪既遂怎么量刑?,0.716673238
法律条文,请问侮辱罪的“情节严重”怎么认定,0.716780242
其它,孕妇取保候审最长多久,0.716928002
量刑标准,诱骗投资者买卖证券、期货合约罪判多长时间,0.716985081
量刑标准,侵占罪量刑标准细分?,0.7174249
其它,投案自首可以减刑多少,0.717622583
其它,你好 检察院退赃 然后法院交罚金,0.718317903
量刑标准,对违法票据付款罪既遂一般判几年?,0.718532325
其它,"未成年教唆犯如何定罪,怎么规定的",0.718883793
其它,聚众斗殴罪发生的财产损失由谁负责,0.718990997
量刑标准,欺诈罪量刑标准是什么,0.719044594
其它,使用震楼器能判刑吗？,0.719308124
其它,聚众斗殴罪中有从犯吗,0.720516529
其它,请问一下检察院起诉会给家属通知吗,0.720784087
特征,请教一下采集、供应血液、制作、供应血液制品事故罪有哪些特征,0.721027743
特征,你好擅自进口固体废物罪有什么特征,0.721122542
其它,判决书下来多久送监狱,0.721535342
特征,请教一下聚众阻碍解救被收买的妇女、儿童罪的四要件是什么,0.721752162
其它,网上赌博，可以参军吗,0.722388032
量刑标准,我想咨询一下职务侵占罪的刑罚标准,0.723943026
量刑标准,刑事生产伪劣种子罪怎么量刑处罚?,0.724665681
概念,解释解释非法处置进口的固体废物罪是啥意思,0.724895059
量刑标准,"刑法绑架罪判多长时间,怎么规定的",0.725761548
量刑标准,交通肇事罪中的重大事故怎么量刑的,0.725857745
法律条文,伪造、倒卖伪造的有价票证罪对应的刑法条文有哪些,0.726878909
法律条文,喝多少酒才算醉酒驾驶,0.726913905
法律条文,强迫交易罪数额是多少,0.728922442
量刑标准,"无期徒刑能判缓吗,法律怎么规定的",0.729412911
量刑标准,法院对暴力取证罪既遂一般会判几年,0.729606962
法律条文,问一下非法制造、出售非法制造的用于骗取出口退税、抵扣税款发票罪有哪些法律条文,0.729911762
其它,国际刑事案件管辖权的范围是怎样的,0.729916944
特征,构成组织黑社会性质组织罪的要件?,0.730251997
量刑标准,涉嫌诈骗25万元左右，量刑是多少,0.730608079
特征,什么是过失致人重伤罪的构成要件?,0.731726468
量刑标准,中国刑法非法持有毒品罪怎么量刑?,0.732407063
法律条文,浙江绍兴诈骗立案标准,0.73335893
量刑标准,抗税罪既遂如何判刑?,0.733935912
量刑标准,你好关于单位受贿罪既遂该怎么处罚,0.734252946
特征,擅自进口固体废物罪是如何构成的?,0.734474042
量刑标准,构成利用影响力受贿罪一般会怎样判,0.735910709
从属,你好，麻烦问一下破坏电力设备罪的上级罪名是什么,0.736085182
法律条文,"敲诈勒索罪多少钱立案,有哪些规定",0.736709331
量刑标准,故意伤害他人怎么处罚,0.737194169
量刑标准,最新刑法武器装备肇事罪量刑标准?,0.73854951
从属,打扰问一下故意毁坏财物罪属于哪种罪名,0.738590577
特征,冒昧问一下帮助信息网络犯罪活动罪如何认定,0.738952271
其它,死缓一般情况能减刑吗,0.739000511
法律条文,共同贪污罪的数额认定,0.73970594
法律条文,"走私会犯什么罪,法律的规定是什么",0.740054186
量刑标准,伪造金融机构批准文件罪判刑规定?,0.740172845
其它,考研作弊是否属于犯罪,0.740450938
量刑标准,背信运用受托财产罪最多判多少年?,0.740839491
概念,冒昧问一下可以介绍非法处置查封、扣押、冻结的财产罪的概念是什么,0.742644104
法律条文,打扰问一下违法提供出口退税凭证罪的法律依据是什么,0.742675326
量刑标准,生产伪劣化肥罪既遂法院怎么量刑?,0.743563471
量刑标准,中国对强制猥亵罪既遂的判刑标准?,0.745606926
其它,双方聚众斗殴怎么处理,0.745621901
量刑标准,走私制毒物品罪怎么判,0.746569742
从属,引诱、教唆、欺骗他人吸毒罪是哪种犯罪类型,0.747386971
量刑标准,提供虚假证明文件罪既遂判刑标准?,0.747655608
量刑标准,妨害动物检疫罪既遂判刑标准细分?,0.747928849
特征,诽谤罪的特征是什么,0.749056156
其它,网赌输钱可以整回来么,0.749754367
特征,非法搜查罪构成要件?,0.749825689
其它,伪证罪的犯罪主体是谁,0.75052936
其它,偷窥未遂会被拘留的吗,0.751397764
法律条文,达到什么标准拐骗儿童罪才能立案?,0.752803037
其它,附加刑中没收财产的适用对象有哪些,0.753431835
量刑标准,"多人盗窃怎么量刑,具体规定有哪些",0.754034391
其它,强奸犯十年以上可以保,0.754500674
从属,请问职务侵占罪属于什么罪,0.755713475
特征,请问信用卡诈骗罪的特征是什么,0.756306196
量刑标准,犯了聚众持械劫狱罪既遂怎么处罚?,0.756383249
其它,网逃取保后多久能撤网,0.756437845
从属,问一下侵犯通信自由罪属于哪种罪名,0.757102871
量刑标准,构成销售伪劣种子罪既遂怎么量刑?,0.757349999
法律条文,打扰问一下妨害作证罪有什么相关法律规定,0.759887794
量刑标准,抢夺武器装备罪既遂处罚标准细分?,0.760019552
其它,我的狗被偷了怎么办？,0.76053452
法律条文,抗税罪的法律条文是什么,0.760665473
法律条文,安徽保险诈骗立案标准,0.761105097
量刑标准,非法运输爆炸物罪量刑有什么标准?,0.762090717
其它,如果有病的能判暖刑吗,0.764138491
量刑标准,"构成窝藏罪怎么量刑?,有哪些规定",0.764657266
特征,参加恐怖组织罪需要哪些犯罪构成?,0.765025745
其它,网货被骗有没有追回的,0.76560903
量刑标准,隐瞒境外存款罪既遂怎么处罚量刑?,0.765852051
其它,行事拘留肯定会判刑吗,0.767071638
其它,房屋被侵占属于刑事吗,0.767316825
量刑标准,销售伪劣农药罪量刑最新法律规定?,0.768303946
量刑标准,根据刑法规定内幕交易罪会判多久?,0.768434758
量刑标准,酒驾驾肇事逃逸怎么判,0.768518474
其它,买野生保护动物放生的行为怎么认定,0.768753754
量刑标准,问一下妨碍公务罪量刑,0.769838825
其它,刑满释放后有什么限制,0.770071009
其它,偏执分裂症杀人有罪吗,0.770401422
其它,转发500次入刑标准,0.771883618
量刑标准,中国对持有假币罪既遂的量刑标准?,0.771979501
其它,跨境赌博钱能要回来吗,0.772131915
量刑标准,"敲诈勒索既遂如何处罚,有哪些规定",0.772916914
概念,请教一下怎样解释非法处置进口的固体废物罪介绍,0.773008281
量刑标准,伪造、变造国家有价证券罪怎么判?,0.774465059
量刑标准,公然侮辱烈士的量刑标准是什么样的,0.775261322
量刑标准,犯了信息披露违规罪既遂怎么处罚?,0.775836842
特征,"如何认定强奸成立,具体规定有哪些",0.776087611
其它,绑架没拿到属于既遂吗,0.779289725
其它,检察院取保候审与缓刑的规定有哪些,0.779601934
量刑标准,构成抗税罪怎么判刑?,0.779747559
特征,生产伪劣种子罪需要哪些犯罪构成?,0.780207822
量刑标准,间谍罪既遂怎么量刑?,0.780364019
其它,醉酒驾驶非机动车追尾会有什么处罚,0.781062261
量刑标准,"指使他人打人怎么判刑,有哪些规定",0.781133229
其它,一般刑事案件开庭几次,0.781385906
其它,想找广西刑事案件的律师可否推荐？,0.78259497
法律条文,合同诈骗江苏立案标准,0.783131536
法律条文,中国刑法破坏交通工具罪怎么立案?,0.783151564
量刑标准,受贿罪既遂判刑标准是如何规定的?,0.783337935
法律条文,问一下铁路运营安全事故罪有什么刑法条文,0.783643525
概念,能否介绍一下妨害作证罪解释,0.784099037
量刑标准,中国对违法运用资金罪的判刑标准?,0.78421829
特征,危险驾驶罪的四个构成要件是什么?,0.784441861
特征,销售伪劣种子罪的构成特征有哪些?,0.784874916
量刑标准,醉驾什么情况下会拘留,0.784930181
特征,"逃税罪构成要件有哪些,怎么规定的",0.785087505
法律条文,四川职务侵占立案标准,0.785489255
其它,拿刀行凶未遂够拘留吗,0.786487703
法律条文,包庇、纵容黑社会性质组织罪有什么法律依据,0.787350373
量刑标准,中国对生产有害食品罪的处罚标准?,0.787656424
量刑标准,"劫持航空器罪判多久?,有哪些规定",0.788792232
量刑标准,交通肇事逃逸会怎么判,0.788802638
量刑标准,参与网络赌搏最大判刑,0.788967053
其它,刑事诉讼法辨认制度的内容是怎样的,0.789356593
其它,房东挪用垫资款犯罪吗,0.789873831
量刑标准,寻衅滋事罪量刑的标准,0.790243983
其它,找不到嫌疑人能立案吗,0.790437853
量刑标准,犯了引诱卖淫罪既遂怎么量刑处罚?,0.790512206
法律条文,"盗窃罪是行为犯吗,具体规定有哪些",0.790592281
从属,擅自出卖、转让国有档案罪属于哪类罪名,0.790604945
特征,问一下战时造谣惑众罪的构成要件有哪些,0.790946373
概念,醉酒驾驶的概念是什么,0.791162352
其它,公诉科会不会建议缓刑,0.791302821
特征,问一下破坏监管秩序罪的四要件是什么,0.791429558
量刑标准,背信损害上市公司利益罪会如何判刑,0.792396754
量刑标准,"醉酒驾驶撞死人怎么判,怎么规定的",0.793478422
量刑标准,你好，麻烦问一下包庇、纵容黑社会性质组织罪的量刑是什么,0.794276426
